Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
083650,KR7083650002,비에이치아이,KOSDAQ,중견기업부,7690,2,-90,-1.16,7800,7800,7650,101748,782419250,237962243750,30944375,KSQ
048870,KR7048870000,시너지이노베이션,KOSDAQ,우량기업부,2865,2,-160,-5.29,3040,3040,2850,1524497,4438670895,236959405560,82708344,KSQ
001130,KR7001130004,대한제분,KOSPI,,139900,1,1200,0.87,139300,140000,138800,532,74191700,236431000000,1690000,STK
077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,5200,2,-50,-0.95,5300,5320,5180,68403,358289330,236272410400,45437002,KSQ
037710,KR7037710001,광주신세계,KOSPI,,29650,1,150,0.51,29500,29650,29500,1897,56097200,235930683500,7957190,STK
005010,KR7005010004,휴스틸,KOSPI,,4195,2,-25,-0.59,4220,4255,4185,170688,719723315,235708974625,56188075,STK
138490,KR7138490008,코오롱ENP,KOSPI,,6200,1,70,1.14,6160,6290,6100,37875,234650290,235600000000,38000000,STK
144960,KR7144960002,뉴파워프라즈마,KOSDAQ,우량기업부,5390,3,0,0.0,5390,5450,5310,44052,236977610,235503243360,43692624,KSQ
053210,KR7053210001,스카이라이프,KOSPI,,4935,2,-25,-0.5,4960,4990,4925,18035,89218945,234525782925,47522955,STK
441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,6340,1,60,0.96,6250,6400,6230,142784,904483360,234503292340,36987901,KSQ
102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,18840,2,-80,-0.42,18980,18980,18660,15163,284803210,234056611080,12423387,KSQ
208340,KR7208340000,파멥신,KOSDAQ,관리종목(소속부없음),2915,0,0,0.0,0,0,0,0,0,233786229820,80201108,KSQ
214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,32800,2,-900,-2.67,33350,33900,32800,29845,994945550,233101728000,7106760,KSQ
064260,KR7064260003,다날,KOSDAQ,우량기업부,3375,1,5,0.15,3370,3405,3360,342937,1158281020,232703010000,68949040,KSQ
025000,KR7025000001,KPX케미칼,KOSPI,,48000,1,750,1.59,47300,48200,47300,3703,176831850,232320000000,4840000,STK
036200,KR7036200004,유니셈,KOSDAQ,우량기업부,7570,2,-120,-1.56,7660,7660,7460,208446,1571289450,232128168110,30664223,KSQ
263720,KR7263720005,디앤씨미디어,KOSDAQ,우량기업부,18520,1,190,1.04,18450,19240,18210,61420,1150818510,231953239960,12524473,KSQ
096760,KR7096760004,JW홀딩스,KOSPI,,3135,2,-20,-0.63,3145,3165,3125,86331,271245675,231754693170,73924942,STK
461300,KR7461300006,아이스크림미디어,KOSDAQ,중견기업부,17740,1,160,0.91,17770,18230,17600,277684,4983622170,231745301420,13063433,KSQ
000490,KR7000490003,대동,KOSPI,,9010,2,-50,-0.55,9110,9160,9000,75918,687462520,231023499880,25640788,STK
016590,KR7016590002,신대양제지,KOSPI,,5730,3,0,0.0,5760,5760,5710,6785,38933030,230906508600,40297820,STK
089970,KR7089970008,브이엠,KOSDAQ,우량기업부,9560,2,-220,-2.25,9800,9880,9530,41459,402308720,230162688200,24075595,KSQ
002150,KR7002150001,도화엔지니어링,KOSPI,,6820,2,-80,-1.16,6930,6980,6800,61832,425346860,229970400000,33720000,STK
006340,KR7006340004,대원전선,KOSPI,,3060,2,-5,-0.16,3190,3250,3060,5058912,15914208590,229436275500,74979175,STK
056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,6110,2,-10,-0.16,6100,6180,6050,47812,292263780,229199248720,37512152,KSQ
126600,KR7126600006,BGF에코머티리얼즈,KOSDAQ,우량기업부,3650,1,10,0.27,3650,3680,3620,72449,265089380,229099181350,62766899,KSQ
321820,KR7321820003,아티스트유나이티드,KOSDAQ,기술성장기업부,17130,1,840,5.16,16560,17160,16250,197205,3332627310,228967459800,13366460,KSQ
051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,19280,2,-30,-0.16,19310,19480,19170,16111,311843080,228884178080,11871586,KSQ
389020,KR7389020009,자람테크놀로지,KOSDAQ,기술성장기업부,36900,2,-600,-1.6,38100,38500,36300,74270,2773955350,228696237000,6197730,KSQ
082850,KR7082850009,우리바이오,KOSDAQ,우량기업부,4710,2,-280,-5.61,5070,5140,4670,5385819,26389735355,228230482380,48456578,KSQ
004090,KR7004090007,한국석유,KOSPI,,17960,2,-200,-1.1,18210,18210,17850,398781,7165060120,227986395200,12694120,STK
090360,KR7090360009,로보스타,KOSDAQ,중견기업부,23350,2,-100,-0.43,23500,23700,23100,17962,420948450,227662500000,9750000,KSQ
377190,KR7377190004,디앤디플랫폼리츠,KOSPI,,3525,2,-105,-2.89,3555,3555,3500,157822,554858665,227010000000,64400000,STK
086890,KR7086890001,이수앱지스,KOSDAQ,기술성장기업부,6320,2,-40,-0.63,6350,6450,6300,34252,217090220,226898567040,35901672,KSQ
448280,KR7448280008,에코아이,KOSDAQ,중견기업부,22950,1,50,0.22,22900,23450,22750,15548,359545750,226678136850,9877043,KSQ
354320,KR7354320004,알멕,KOSDAQ,기술성장기업부,35450,1,3800,12.01,32350,35550,32000,368648,12506108850,226574456450,6391381,KSQ
033790,KR7033790007,피노,KOSDAQ,중견기업부,9900,2,-450,-4.35,10360,10360,9870,178137,1785926630,225945720000,22822800,KSQ
213500,KR7213500002,한솔제지,KOSPI,,9490,2,-20,-0.21,9490,9530,9440,39411,374098600,225867466240,23800576,STK
204620,KR7204620009,글로벌텍스프리,KOSDAQ,중견기업부,3675,1,110,3.09,3605,3800,3580,744365,2767117005,224601428625,61116035,KSQ
005945,KR7005941000,NH투자증권우,KOSPI,,11890,1,10,0.08,11950,11950,11850,19855,236048040,224375809520,18870968,STK
270660,KR7270660004,에브리봇,KOSDAQ,벤처기업부,18300,2,-190,-1.03,18410,18590,18110,118602,2172511370,223833558600,12231342,KSQ
322510,KR7322510009,제이엘케이,KOSDAQ,기술성장기업부,13730,1,80,0.59,14070,14130,13350,436521,5999404120,222367125760,16195712,KSQ
108230,KR7108230004,톱텍,KOSDAQ,벤처기업부,5840,1,20,0.34,5830,5880,5750,55352,321838280,222055750800,38023245,KSQ
004560,KR7004560009,현대비앤지스틸,KOSPI,,14720,1,150,1.03,14670,14880,14490,57772,849650710,221960097920,15078811,STK
052400,KR7052400009,코나아이,KOSDAQ,우량기업부,14890,2,-40,-0.27,14930,15010,14800,13064,194181510,221860985110,14899999,KSQ
003120,KR7003120003,일성아이에스,KOSPI,,16680,2,-50,-0.3,16830,16830,16600,2004,33434190,221844000000,13300000,STK
097230,KR7097230007,HJ중공업,KOSPI,,2660,2,-75,-2.74,2760,2775,2655,72049,193393595,221509587460,83274281,STK
006060,KR7006060008,화승인더,KOSPI,,4000,1,100,2.56,3900,4015,3875,155049,618737065,221280000000,55320000,STK
044450,KR7044450005,KSS해운,KOSPI,,9550,1,80,0.84,9500,9770,9400,65854,632989680,220470154000,23085880,STK
271980,KR7271980005,제일약품,KOSPI,,14930,2,-10,-0.07,14880,15100,14800,6204,92479930,219543738960,14704872,STK
425420,KR7425420007,티에프이,KOSDAQ,벤처기업부,19250,1,800,4.34,18790,19390,17880,62265,1183550650,219084250000,11381000,KSQ
417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,11090,2,-160,-1.42,11300,11300,11020,71493,796286510,218742797520,19724328,KSQ
190510,KR7190510008,나무가,KOSDAQ,우량기업부,13430,1,130,0.98,13300,14480,13220,742805,10314416820,218430677120,16264384,KSQ
425040,KR7425040003,티이엠씨,KOSDAQ,기술성장기업부,10240,3,0,0.0,10160,10360,10070,119593,1219986130,218276474880,21316062,KSQ
000020,KR7000020008,동화약품,KOSPI,,7810,2,-40,-0.51,7860,7880,7770,33860,265020780,218144780700,27931470,STK
000140,KR7000140004,하이트진로홀딩스,KOSPI,,9400,1,10,0.11,9390,9410,9360,5652,53022030,218143591000,23206765,STK
214680,KR7214680001,디알텍,KOSDAQ,우량기업부,2950,3,0,0.0,2980,3020,2940,467556,1391800740,217494968600,73727108,KSQ
053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,16730,2,-250,-1.47,17000,17040,16580,218475,3657475900,217486771110,12999807,KSQ
255220,KR7255220006,SG,KOSDAQ,중견기업부,2325,2,-30,-1.27,2360,2360,2270,1958150,4511084340,217380927225,93497173,KSQ
307750,KR7307750000,국전약품,KOSDAQ,우량기업부,4430,2,-50,-1.12,4500,4535,4425,57415,256071215,217376861670,49069269,KSQ
371950,KR7371950007,풍원정밀,KOSDAQ,기술성장기업부,10320,2,-240,-2.27,10480,10720,10320,42971,448498740,217137836160,21040488,KSQ
054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,14320,2,-30,-0.21,14500,14700,14250,114383,1649080820,216865416560,15144233,KSQ
095570,KR7095570008,AJ네트웍스,KOSPI,,4785,1,40,0.84,4720,4790,4720,74502,354898960,216534451815,45252759,STK
109070,KR7109070003,주성코퍼레이션,KOSPI,,4100,0,0,0.0,0,0,0,0,0,216521943000,52810230,STK
092730,KR7092730001,네오팜,KOSDAQ,우량기업부,26350,1,1400,5.61,24700,26650,24650,166834,4351427450,216263962350,8207361,KSQ
102260,KR7102260007,동성케미컬,KOSPI,,4350,2,-15,-0.34,4365,4375,4325,47347,206118350,216150316800,49689728,STK
057880,KR7057880007,푸른소나무,KOSDAQ,관리종목(소속부없음),8790,0,0,0.0,0,0,0,0,0,216061434720,24580368,KSQ
018470,KR7018470005,조일알미늄,KOSPI,,1706,1,26,1.55,1698,1712,1681,396135,673116649,216033716026,126631721,STK
064090,KR7064090004,인크레더블버즈,KOSDAQ,중견기업부,4340,1,160,3.83,4695,4700,4195,420364,1869567430,215883513300,49742745,KSQ
034810,KR7034810002,해성산업,KOSDAQ,우량기업부,6630,3,0,0.0,6690,6690,6600,6060,40151470,215851961910,32556857,KSQ
339770,KR7339770000,교촌에프앤비,KOSPI,,8640,1,90,1.05,8690,8870,8550,59353,519498830,215849145600,24982540,STK
199820,KR7199820002,제일일렉트릭,KOSDAQ,우량기업부,9700,2,-200,-2.02,10820,11000,9670,5622592,58722445340,215534000000,22220000,KSQ
078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,14130,3,0,0.0,14250,14390,14040,119470,1693755590,215403117660,15244382,KSQ
064850,KR7064850001,에프앤가이드,KOSDAQ,벤처기업부,18900,5,-8050,-29.87,21500,22600,18900,2706400,53991104340,215085137400,11380166,KSQ
092790,KR7092790005,넥스틸,KOSPI,,8240,1,10,0.12,8220,8360,8160,244930,2024141160,214256480000,26002000,STK
182360,KR7182360008,큐브엔터,KOSDAQ,우량기업부,14700,1,30,0.2,14690,14870,14600,50753,750142450,214201887900,14571557,KSQ
083930,KR7083930008,아바코,KOSDAQ,우량기업부,14340,2,-70,-0.49,14370,14600,14250,26385,378943610,213849523320,14912798,KSQ
382840,KR7382840007,원준,KOSDAQ,중견기업부,13990,2,-70,-0.5,13970,14890,13810,2330783,33523609760,213649418190,15271581,KSQ
043370,KR7043370006,피에이치에이,KOSDAQ,우량기업부,10140,2,-30,-0.29,10170,10240,10100,15806,160422310,212940000000,21000000,KSQ
084650,KR7084650001,랩지노믹스,KOSDAQ,우량기업부,2865,2,-115,-3.86,2990,2995,2865,1214038,3544994150,212697571350,74239990,KSQ
148150,KR7148150006,세경하이테크,KOSDAQ,우량기업부,5920,1,320,5.71,5660,6000,5570,556148,3256704220,212293739680,35860429,KSQ
039570,KR7039570007,HDC랩스,KOSPI,,8160,3,0,0.0,8190,8190,8070,6314,51393300,211814024160,25957601,STK
008060,KR7008060006,대덕,KOSPI,,6240,2,-20,-0.32,6250,6250,6220,18161,113190380,211474536000,33890150,STK
032620,KR7032620007,유비케어,KOSDAQ,우량기업부,4050,2,-5,-0.12,4065,4095,4025,63265,256282555,211398412950,52197139,KSQ
404990,KR7404990004,신한서부티엔디리츠,KOSPI,,3770,1,25,0.67,3710,3800,3710,57330,215479430,210953682680,55955884,STK
033640,KR7033640004,네패스,KOSDAQ,중견기업부,9140,2,-60,-0.65,9210,9340,9120,62272,573191910,210761106280,23059202,KSQ
205470,KR7205470008,휴마시스,KOSDAQ,우량기업부,1628,2,-33,-1.99,1670,1686,1622,1575349,2597121357,210622514652,129375009,KSQ
037560,KR7037560000,LG헬로비전,KOSPI,,2715,1,30,1.12,2665,2780,2660,184288,501417520,210268238475,77446865,STK
004380,KR7004380002,삼익THK,KOSPI,,9980,2,-20,-0.2,10050,10060,9910,18165,181451910,209580000000,21000000,STK
235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,6230,2,-120,-1.89,6420,6470,6210,131332,832597230,209207729850,33580695,KSQ
443670,KR7443670005,에스피소프트,KOSDAQ,벤처기업부,8640,2,-150,-1.71,8660,8710,8360,315826,2691254450,209100026880,24201392,KSQ
011785,KR7011781002,금호석유우,KOSPI,,69100,1,800,1.17,68300,70300,67500,21073,1468554200,208922882600,3023486,STK
456070,KR7456070002,이엔셀,KOSDAQ,기술성장기업부,19610,2,-1540,-7.28,20900,21050,19250,1401658,27963776710,208836793050,10649505,KSQ
036420,KR7036420008,콘텐트리중앙,KOSPI,,10800,2,-230,-2.09,11010,11260,10500,89220,980326290,208032926400,19262308,STK
234690,KR7234690006,녹십자웰빙,KOSDAQ,우량기업부,11690,2,-480,-3.94,12200,12320,11500,679265,7995917070,207524106440,17752276,KSQ
290550,KR7290550003,디케이티,KOSDAQ,우량기업부,10350,3,0,0.0,10400,10450,10160,87615,899467570,207012730500,20001230,KSQ
102120,KR7102120003,어보브반도체,KOSDAQ,우량기업부,11620,1,20,0.17,11800,12080,11550,265416,3126444250,206612349860,17780753,KSQ
017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,9530,2,-40,-0.42,9610,9610,9510,11564,110690310,205902892800,21605760,KSQ
005950,KR7005950001,이수화학,KOSPI,,9060,1,10,0.11,9010,9110,8920,73432,662933430,205868015340,22722739,STK
278650,KR7278650007,HLB바이오스텝,KOSDAQ,우량기업부,2370,2,-15,-0.63,2420,2420,2350,226902,538080400,205551495930,86730589,KSQ
293480,KR7293480000,하나제약,KOSPI,,11560,2,-60,-0.52,11610,11650,11510,10653,123300890,205455255760,17772946,STK
001460,KR7001460005,BYC,KOSPI,,32800,2,-400,-1.2,33100,34600,32550,2740,91123850,204873720000,6246150,STK
095720,KR7095720009,웅진씽크빅,KOSPI,,1770,2,-5,-0.28,1762,1794,1762,160810,285319410,204445593450,115505985,STK
092220,KR7092220003,KEC,KOSPI,,1017,1,3,0.3,1016,1030,1007,707135,719477414,204176114397,200763141,STK
078520,KR7078520004,에이블씨엔씨,KOSPI,,7830,1,150,1.95,7680,7970,7650,187820,1476348270,203690880630,26014161,STK
047310,KR7047310008,파워로직스,KOSDAQ,중견기업부,5560,2,-10,-0.18,5580,5630,5510,97788,542731060,203555797800,36610755,KSQ
008490,KR7008490005,서흥,KOSPI,,17560,1,290,1.68,17350,17580,17250,8682,151683640,203153624280,11569113,STK
044990,KR7044990000,에이치엔에스하이텍,KONEX,일반기업부,27000,1,200,0.75,27900,27900,26800,3070,83087650,202798728000,7511064,KNX
462520,KR7462520008,조선내화,KOSPI,,17100,2,-70,-0.41,17180,17240,17060,12398,212504850,202723372800,11855168,STK
086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,9590,2,-10,-0.1,9610,9780,9530,78387,754704890,202676268340,21134126,KSQ
203400,KR7203400007,에이비온,KOSDAQ,기술성장기업부,8030,2,-230,-2.78,8230,8230,8000,77282,621983960,202554919160,25224772,KSQ
039980,KR7039980008,폴라리스AI,KOSDAQ,중견기업부,2805,2,-50,-1.75,2800,2820,2750,3601541,10034092845,202388539485,72152777,KSQ
417310,KR7417310000,코람코더원리츠,KOSPI,,5000,1,55,1.11,5060,5060,4685,78134,389018460,202000000000,40400000,STK
080160,KR7080160005,모두투어,KOSDAQ,우량기업부,10660,1,210,2.01,10500,10730,10450,71614,761546600,201474000000,18900000,KSQ
027970,KR7027970003,한국제지,KOSPI,,1059,2,-2,-0.19,1061,1062,1052,37280,39378218,201398752983,190178237,STK
011000,KR7011000007,진원생명과학,KOSPI,,2500,2,-20,-0.79,2520,2530,2465,283775,707201480,200097587500,80039035,STK
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,16480,1,210,1.29,16390,17040,16190,73269,1210682950,199911760640,12130568,KSQ
036030,KR7036030005,케이티알파,KOSDAQ,우량기업부,4075,1,50,1.24,4055,4185,4025,111173,457889970,199753578225,49019283,KSQ
389470,KR7389470006,인벤티지랩,KOSDAQ,기술성장기업부,20050,2,-1800,-8.24,21650,21700,19900,850074,17448390200,199210684750,9935695,KSQ
078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,5810,2,-60,-1.02,6040,6040,5580,126278,726703770,198805330850,34217785,KSQ
048530,KR7048530000,인트론바이오,KOSDAQ,기술성장기업부,5820,2,-60,-1.02,5900,6030,5800,98456,579674100,198757434840,34150762,KSQ
004980,KR7004980009,성신양회,KOSPI,,8090,2,-50,-0.61,8160,8170,8090,46963,380767600,198335030570,24516073,STK
112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,19600,1,780,4.14,19010,19890,18650,840495,16305992870,198166682000,10110545,KSQ
070960,KR7070960000,모나용평,KOSPI,,4110,2,-40,-0.96,4120,4185,4035,234251,956381975,197827998630,48133333,STK
101930,KR7101930006,인화정공,KOSDAQ,중견기업부,20550,2,-400,-1.91,21250,21250,20500,25100,521278200,197603313150,9615733,KSQ
452280,KR7452280001,한선엔지니어링,KOSDAQ,중견기업부,11610,2,-430,-3.57,12080,12170,11600,308850,3661047170,197399025000,17002500,KSQ
082800,KR7082800004,비보존 제약,KOSDAQ,중견기업부,4085,1,235,6.1,3830,4400,3830,832365,3440048975,197072512025,48242965,KSQ
030530,KR7030530000,원익홀딩스,KOSDAQ,우량기업부,2550,2,-10,-0.39,2540,2590,2535,96251,246619775,196956851550,77237981,KSQ
024810,KR7024810004,이화전기,KOSDAQ,관리종목(소속부없음),899,0,0,0.0,0,0,0,0,0,196834827360,218948640,KSQ
194370,KR7194370003,제이에스코퍼레이션,KOSPI,,14750,1,210,1.44,14550,14980,14540,18915,280195310,196700114750,13335601,STK
149950,KR7149950008,아바텍,KOSDAQ,중견기업부,12600,1,50,0.4,12550,12750,12340,35566,447390090,196654500000,15607500,KSQ
143240,KR7143240000,사람인,KOSDAQ,우량기업부,16790,2,-20,-0.12,16760,16970,16500,7538,127209070,196598525770,11709263,KSQ
042370,KR7042370007,비츠로테크,KOSDAQ,우량기업부,7490,2,-120,-1.58,7610,7640,7470,192384,1447300690,196238187250,26200025,KSQ
460850,KR7460850001,동국씨엠,KOSPI,,6550,2,-50,-0.76,6720,6720,6530,116294,763564300,195836196800,29898656,STK
293780,KR7293780003,압타바이오,KOSDAQ,기술성장기업부,7900,2,-250,-3.07,8220,8220,7840,106741,852685170,195368580000,24730200,KSQ
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,8680,1,80,0.93,8600,8740,8560,78564,679489540,195146086240,22482268,KSQ
071840,KR7071840003,롯데하이마트,KOSPI,,8260,1,90,1.1,8150,8300,8110,20206,166359570,194999701120,23607712,STK
003200,KR7003200003,일신방직,KOSPI,,8350,1,70,0.85,8300,8390,8290,24785,206597090,194388000000,23280000,STK
029480,KR7029480001,광무,KOSDAQ,중견기업부,4010,1,320,8.67,3710,4040,3655,1791651,6995986710,194377263330,48473133,KSQ
083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,10900,2,-130,-1.18,11000,11130,10850,106277,1163358930,194129359700,17810033,KSQ
011040,KR7011040003,경동제약,KOSDAQ,중견기업부,6300,3,0,0.0,6300,6330,6250,26901,168769650,193843225800,30768766,KSQ
068930,KR7068930007,디지털대성,KOSDAQ,우량기업부,7000,2,-100,-1.41,7090,7140,6750,16594,116557210,193727394000,27675342,KSQ
038290,KR7038290003,마크로젠,KOSDAQ,중견기업부,17800,2,-200,-1.11,18170,18210,17790,28809,516063260,192976920000,10841400,KSQ
061970,KR7061970000,LB세미콘,KOSDAQ,우량기업부,4395,1,15,0.34,4360,4495,4320,98046,430589795,192433281840,43784592,KSQ
067390,KR7067390005,아스트,KOSDAQ,투자주의환기종목(소속부없음),562,1,1,0.18,572,572,557,114848,64486572,192361727548,342280654,KSQ
270520,KR7270520000,지오릿에너지,KOSDAQ,벤처기업부,1211,2,-27,-2.18,1245,1281,1211,902018,1119642969,192295641846,158790786,KSQ
396270,KR7396270001,넥스트칩,KOSDAQ,기술성장기업부,10630,3,0,0.0,10520,10800,10350,296088,3122812740,192285432200,18088940,KSQ
294090,KR7294090006,이오플로우,KOSDAQ,기술성장기업부,6310,2,-180,-2.77,6500,6500,6220,301982,1910612320,192049008290,30435659,KSQ
206560,KR7206560005,덱스터,KOSDAQ,기술성장기업부,7550,1,470,6.64,7130,8240,7070,4509440,35525164460,191858606800,25411736,KSQ
001520,KR7001520006,동양,KOSPI,,802,3,0,0.0,799,803,797,94794,75830400,191424618526,238684063,STK
295310,KR7295310007,에이치브이엠,KOSDAQ,기술성장기업부,16020,1,950,6.3,14870,16310,14700,876824,13960992740,190668934620,11901931,KSQ
002390,KR7002390003,한독,KOSPI,,13850,2,-130,-0.93,13980,13980,13810,25315,351043240,190624932050,13763533,STK
109610,KR7109610006,에스와이,KOSDAQ,중견기업부,3895,3,0,0.0,3900,3930,3870,202602,789478015,190494323000,48907400,KSQ
000390,KR7000390005,삼화페인트,KOSPI,,7000,2,-30,-0.43,7050,7060,6960,48406,338816640,190424283000,27203469,STK
009155,KR7009151002,삼성전기우,KOSPI,,65500,2,-200,-0.3,65800,65800,64900,7370,481264700,190407452000,2906984,STK
079810,KR7079810008,디이엔티,KOSDAQ,중견기업부,8640,2,-50,-0.58,8650,8740,8550,92876,800195650,190322732160,22028094,KSQ
453450,KR7453450009,그리드위즈,KOSDAQ,벤처기업부,23950,2,-1100,-4.39,25200,25200,23950,150850,3678321400,190228862500,7942750,KSQ
036800,KR7036800001,나이스정보통신,KOSDAQ,우량기업부,19000,1,40,0.21,19000,19050,18910,13566,257592390,190000000000,10000000,KSQ
015860,KR7015860000,일진홀딩스,KOSPI,,3850,1,30,0.79,3835,3865,3815,26267,100894325,189987809550,49347483,STK
298000,KR7298000001,효성화학,KOSPI,,50100,1,3500,7.51,46150,51200,46150,34618,1720652650,189969731100,3791811,STK
194700,KR7194700001,노바렉스,KOSDAQ,우량기업부,10100,1,100,1.0,10000,10270,10000,95510,965929340,189423964800,18754848,KSQ
079940,KR7079940003,가비아,KOSDAQ,우량기업부,13980,1,350,2.57,13740,13980,13550,17203,237224040,189228862320,13535684,KSQ
081000,KR7081000002,일진다이아,KOSPI,,13310,3,0,0.0,13310,13430,13240,6460,86027990,189041597250,14202975,STK
045390,KR7045390002,대아티아이,KOSDAQ,우량기업부,2680,2,-5,-0.19,2675,2715,2660,236617,633911005,188868650360,70473377,KSQ
064800,KR7064800006,포니링크,KOSDAQ,중견기업부,1474,2,-86,-5.51,1546,1560,1468,1060217,1600768827,188387957252,127807298,KSQ
036220,KR7036220002,오상헬스케어,KOSDAQ,벤처기업부,12990,2,-150,-1.14,13240,13240,12920,33742,439694270,188217513840,14489416,KSQ
002020,KR7002020006,코오롱,KOSPI,,14880,2,-70,-0.47,14980,15000,14800,21327,317674760,187881218880,12626426,STK
005680,KR7005680004,삼영전자,KOSPI,,9370,1,130,1.41,9350,9490,9220,122437,1143692980,187400000000,20000000,STK
016790,KR7016790008,현대사료,KOSDAQ,관리종목(소속부없음),994,0,0,0.0,0,0,0,0,0,187340898626,188471729,KSQ
064290,KR7064290000,인텍플러스,KOSDAQ,우량기업부,14530,1,40,0.28,14700,15030,14300,51998,762114140,186913367860,12863962,KSQ
107590,KR7107590002,미원홀딩스,KOSPI,,80500,2,-500,-0.62,81900,81900,79900,442,35577900,186760000000,2320000,STK
001360,KR7001360007,삼성제약,KOSPI,,1981,2,-24,-1.2,1968,2085,1925,3309302,6599643569,186535078499,94162079,STK
019680,KR7019680008,대교,KOSPI,,2200,2,-25,-1.12,2205,2285,2200,22550,50592120,186346270000,84702850,STK
289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,8420,4,1940,29.94,6590,8420,6530,5200925,42857672300,186265092900,22121745,KSQ
008350,KR7008350001,남선알미늄,KOSPI,,1440,1,30,2.13,1412,1449,1412,378845,545069613,185873889600,129079090,STK
370090,KR7370090003,퓨런티어,KOSDAQ,기술성장기업부,22700,2,-400,-1.73,23050,23050,22250,174634,3939119050,185727541000,8181830,KSQ
003070,KR7003070000,코오롱글로벌,KOSPI,,9800,2,-250,-2.49,9940,10050,9780,43227,427935760,185540587400,18932713,STK
282690,KR7282690007,동아타이어,KOSPI,,13500,0,0,0.0,0,0,0,0,0,185395702500,13733015,STK
003720,KR7003720000,삼영,KOSPI,,5450,1,70,1.3,5490,5550,5340,627818,3422929040,185300000000,34000000,STK
097955,KR7097951008,CJ제일제당 우,KOSPI,,139400,1,500,0.36,139100,141800,138000,1747,243480100,185044160200,1327433,STK
089600,KR7089600001,나스미디어,KOSDAQ,우량기업부,15970,1,140,0.88,15930,16010,15650,26521,419852390,184743563110,11568163,KSQ
032300,KR7032300006,한국파마,KOSDAQ,중견기업부,16880,1,180,1.08,16710,16990,16500,26367,442963850,184105112880,10906701,KSQ
012320,KR7012320008,경동인베스트,KOSPI,,77800,2,-1300,-1.64,79000,79400,77800,8125,636221500,183998789400,2365023,STK
030210,KR7030210009,다올투자증권,KOSPI,,3020,2,-10,-0.33,3040,3055,3020,19176,58226180,183951540120,60911106,STK
264850,KR7264850009,이랜시스,KOSDAQ,우량기업부,6070,1,30,0.5,6030,6360,5930,3564148,21935414300,183888294840,30294612,KSQ
236200,KR7236200002,슈프리마,KOSDAQ,우량기업부,25500,2,-50,-0.2,25550,25800,25300,29796,758804750,183428461500,7193273,KSQ
049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,20800,1,550,2.72,20100,21150,19990,54397,1119872120,183411987200,8817884,KSQ
004250,KR7004250007,NPC,KOSPI,,4985,2,-5,-0.1,4970,5040,4970,15023,74961930,183049200000,36720000,STK
122990,KR7122990005,와이솔,KOSDAQ,우량기업부,6480,2,-10,-0.15,6490,6610,6440,27882,181106250,182651377680,28186941,KSQ
003555,KR7003551009,LG우,KOSPI,,60400,2,-100,-0.17,60600,60600,60300,1761,106471300,182505848000,3021620,STK
009580,KR7009580002,무림P&P,KOSPI,,2925,2,-20,-0.68,2955,2955,2910,38546,112852095,182427347700,62368324,STK
092190,KR7092190008,서울바이오시스,KOSDAQ,중견기업부,3975,2,-25,-0.63,3990,4045,3945,21343,84920755,182326822425,45868383,KSQ
405100,KR7405100009,큐알티,KOSDAQ,벤처기업부,14810,1,80,0.54,14900,15270,14700,52875,788631160,182004547810,12289301,KSQ
016450,KR7016450009,한세예스24홀딩스,KOSPI,,4550,1,20,0.44,4520,4550,4500,13596,61510715,182000000000,40000000,STK
078070,KR7078070000,유비쿼스홀딩스,KOSDAQ,우량기업부,10020,2,-20,-0.2,10010,10120,9930,1828,18315920,181870014000,18150700,KSQ
321550,KR7321550006,티움바이오,KOSDAQ,기술성장기업부,6980,1,430,6.56,6550,7100,6240,440137,3003809070,181657941140,26025493,KSQ
146320,KR7146320007,비씨엔씨,KOSDAQ,벤처기업부,14180,2,-420,-2.88,14610,14750,14060,82405,1183509880,181403648140,12792923,KSQ
003060,KR7003060001,에이프로젠바이오로직스,KOSPI,,913,2,-6,-0.65,918,922,902,639238,582497318,181146362485,198407845,STK
037270,KR7037270006,YG PLUS,KOSPI,,2855,1,135,4.96,2720,2880,2700,320788,905426235,181090965550,63429410,STK
